,,Total ARR,,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,,Comments,,,,
UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,Q/Q,Q/Q %,Status,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,,Q1'24,Q2'24,R81001,R81001
R86792,FT,0,0,0,0,0,0,0,0,0,"17,529","17,042","19,712","19,850","18,966","2,808",16%,,,0,0,0,0,0,0,0,0,0,"17,529","17,042","19,712","19,670","18,966",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,180,0,,,,,R87621,R87621
R86793,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87622,R87622
R86797,FT,0,0,0,0,0,0,0,0,0,"3,021","4,011","3,959","4,079","4,084",68,2%,,,0,0,0,0,0,0,0,0,0,"2,988","3,920","3,852","3,880","3,883",,0,0,0,0,0,0,0,0,0,25,80,85,72,72,,0,0,0,0,0,0,0,0,0,8,11,21,31,33,,0,0,0,0,0,0,0,0,0,0,0,0,96,96,,,,,R87625,R87625
R86798,FT,0,0,0,0,0,0,0,0,0,"18,276","17,777","20,959","18,586","19,862",809,5%,,,0,0,0,0,0,0,0,0,0,"17,988","17,118","19,229","18,044","19,337",,0,0,0,0,0,0,0,0,0,245,441,"1,519",362,362,,0,0,0,0,0,0,0,0,0,43,218,212,180,163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87626,R87626
R86799,FT,0,0,0,0,0,0,0,0,0,"5,183","9,889",648,648,648,"-9,241",-93%,,,0,0,0,0,0,0,0,0,0,"5,100","9,814",648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,83,75,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87628,R87628
R86801,FT,0,0,0,0,0,0,0,0,0,"11,106","11,341","14,595","13,890","12,204","2,549",22%,,,0,0,0,0,0,0,0,0,0,"11,015","11,070","14,319","13,614","11,928",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,271,276,276,276,,,,,R87632,R87632
R86802,PT,0,0,0,0,0,0,0,0,0,"4,047",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"4,043",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"client stop service since May, cancel and return equipment",R87633,R87633
R86803,FT,0,0,0,0,0,0,0,0,0,"32,599","36,165","34,488","33,314","37,009","-2,851",-8%,,,0,0,0,0,0,0,0,0,0,"32,599","36,165","34,488","33,314","36,913",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87635,R87635
R86805,FT,0,0,0,0,0,0,0,0,0,"7,151","6,119","6,466","5,827","5,786",-292,-5%,,,0,0,0,0,0,0,0,0,0,"7,151","6,119","6,466","5,827","5,690",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87636,R87636
R86807,FT,0,0,0,0,0,0,0,0,0,"6,526","7,469","7,013","7,957","6,626",488,7%,,,0,0,0,0,0,0,0,0,0,"6,526","7,469","7,013","7,957","6,626",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87637,R87637
R86808,PT,0,0,0,0,0,0,0,0,0,"7,203","6,557","6,031","7,493","7,311",936,14%,,,0,0,0,0,0,0,0,0,0,"7,203","6,557","6,031","7,493","7,131",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87638,R87638
R86809,FT,0,0,0,0,0,0,0,0,0,"10,053","9,703","9,233","9,151","8,698",-552,-6%,,,0,0,0,0,0,0,0,0,0,"10,053","9,703","9,233","9,151","8,602",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87639,R87639
R86811,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87651,R87651
R86812,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87652,R87652
R86813,FT,0,0,0,0,0,0,0,0,0,"36,277",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"36,277",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"touchpoint 5/2, churned due to family backfill",R87653,R87653
R86815,FT,0,0,0,0,0,0,0,0,0,36,193,711,211,878,18,9%,,,0,0,0,0,0,0,0,0,0,36,193,705,211,698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87655,R87655
R86816,PT,0,0,0,0,0,0,0,0,0,"12,326",0,0,"11,945","12,926","11,945",,,,0,0,0,0,0,0,0,0,0,"12,235",0,0,"11,945","12,926",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,0,0,0,0,,,,"touch point 5/31: 6/1-7/31 downgrade to PT, will 8/1 upgrade back to FT; touch point 6/12: CT accidently offboarded this client, CSM already resolve this. ",R87656,R87656
R86817,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87657,R87657
R86818,FT,0,0,0,0,0,0,0,0,0,"3,063",773,768,"3,420","2,760","2,647",342%,Aug'24 Reactivate,,0,0,0,0,0,0,0,0,0,"3,063",773,768,"3,420","2,580",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,"last touch 3/27, CL went back to China, won't be back until a few more months. didn't mentioned a resume date",,R87658,R87658
R86819,FT,0,0,0,0,0,0,0,0,0,"5,928","3,559","2,634","3,218","3,042",-341,-10%,,,0,0,0,0,0,0,0,0,0,"5,707","3,427","2,562","3,072","2,799",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,221,132,72,146,63,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87659,R87659
R86821,FT,0,0,0,0,0,0,0,0,0,"16,110","14,837","15,252","15,110","1,112",273,2%,,,0,0,0,0,0,0,0,0,0,"15,841","14,414","15,022","14,849",648,,0,0,0,0,0,0,0,0,0,203,271,157,188,188,,0,0,0,0,0,0,0,0,0,66,152,73,73,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,276,,,,,R87661,R87661
R86822,FT,0,0,0,0,0,0,0,0,0,"13,851","14,476","19,849","14,937","16,588",461,3%,,,0,0,0,0,0,0,0,0,0,"12,402","12,572","14,520","13,458","14,917",,0,0,0,0,0,0,0,0,0,"1,146","1,317","4,601",966,966,,0,0,0,0,0,0,0,0,0,303,587,729,513,609,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87663,R87663
R86823,FT,0,0,0,0,0,0,0,0,0,"7,211","4,107","3,714","8,134","9,203","4,027",98%,,,0,0,0,0,0,0,0,0,0,"7,211","4,107","3,714","8,134","9,107",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87665,R87665
R86825,FT,0,0,0,0,0,0,0,0,0,"2,107","2,540","2,462","4,951","4,406","2,411",95%,,,0,0,0,0,0,0,0,0,0,"2,058","2,524","2,419","4,887","4,076",,0,0,0,0,0,0,0,0,0,42,10,28,47,47,,0,0,0,0,0,0,0,0,0,7,6,15,17,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,276,,,,,R87666,R87666
R86827,FT,0,0,0,0,0,0,0,0,0,0,"6,450","2,901","3,689",648,"-2,761",-43%,,,0,0,0,0,0,0,0,0,0,0,"6,450","2,901","3,689",648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87668,R87668
R86829,FT,0,0,0,0,0,0,0,0,0,"21,378","18,837","21,462","22,197","19,518","3,360",18%,,,0,0,0,0,0,0,0,0,0,"21,378","18,837","21,462","22,197","19,338",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87671,R87671
R86832,FT,0,0,0,0,0,0,0,0,0,"7,103","6,888","6,914","6,092","5,583",-796,-12%,,,0,0,0,0,0,0,0,0,0,"6,017","6,153","6,063","5,476","5,004",,0,0,0,0,0,0,0,0,0,854,528,638,439,439,,0,0,0,0,0,0,0,0,0,232,207,213,177,140,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87673,R87673
R86833,FT,0,0,0,0,0,0,0,0,0,"5,473","5,672","5,923","5,998","5,823",326,6%,,,0,0,0,0,0,0,0,0,0,"5,464","5,581","5,827","5,902","5,547",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,276,,,,,R87675,R87675
R86835,FT,0,0,0,0,0,0,0,0,0,"9,340","9,143","7,523","9,627","9,904",484,5%,,,0,0,0,0,0,0,0,0,0,"9,340","9,143","7,523","9,627","9,808",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87676,R87676
R86836,FT,0,0,0,0,0,0,0,0,0,"25,204","26,034","29,099","27,095","28,531","1,061",4%,,,0,0,0,0,0,0,0,0,0,"25,204","26,034","29,099","27,095","28,351",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87677,R87677
R86837,PT,0,0,0,0,0,0,0,0,0,"2,323","5,424","6,703","4,655","5,558",-769,-14%,,,0,0,0,0,0,0,0,0,0,"2,323","4,961","6,432","4,166","4,915",,0,0,0,0,0,0,0,0,0,0,277,0,324,324,,0,0,0,0,0,0,0,0,0,0,186,271,165,139,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R87678,R87678
R86838,FT,0,0,0,0,0,0,0,0,0,"17,011","17,109","17,319","16,997","17,105",-112,-1%,,,0,0,0,0,0,0,0,0,0,"14,513","14,568","15,593","15,144","15,262",,0,0,0,0,0,0,0,0,0,"1,963","1,740","1,253","1,407","1,407",,0,0,0,0,0,0,0,0,0,535,801,473,446,436,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87682,R87682
R86839,FT,0,0,0,0,0,0,0,0,0,"22,316","21,942","21,379","20,202","20,494","-1,740",-8%,,,0,0,0,0,0,0,0,0,0,"21,380","20,506","20,318","19,858","19,711",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,936,"1,436","1,061",344,783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87683,R87683
R86851,FT,0,0,0,0,0,0,0,0,0,"34,590","36,673","37,875","37,399","35,646",726,2%,,,0,0,0,0,0,0,0,0,0,"34,590","36,673","37,875","37,399","35,646",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87685,R87685
R86852,FT,0,0,0,0,0,0,0,0,0,"8,090","8,569","8,765","8,641","8,520",72,1%,,,0,0,0,0,0,0,0,0,0,"8,090","8,455","8,709","8,536","8,366",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,114,56,105,58,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87686,R87686
R86853,FT,0,0,0,0,0,0,0,0,0,"24,586","25,963","26,684","27,538","25,400","1,575",6%,,,0,0,0,0,0,0,0,0,0,"24,586","25,963","26,684","27,538","25,304",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R87688,R87688
R86855,FT,0,0,0,0,0,0,0,0,0,"3,465","3,677","4,358","3,515","3,684",-162,-4%,,,0,0,0,0,0,0,0,0,0,"3,465","3,677","4,358","3,515","3,684",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R87878,R87878
R86856,FT,0,0,0,0,0,0,0,0,0,"8,757",653,648,648,828,-5,-1%,,,0,0,0,0,0,0,0,0,0,"8,757",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,"last touch on 6/28, CL's store has not been able to resume business because it has not passed the health inspection and is still closed.",R87879,R87879
R86857,FT,0,0,0,0,0,0,0,0,0,"45,780","48,242","48,965","50,527","48,866","2,285",5%,,,0,0,0,0,0,0,0,0,0,"45,780","48,242","48,965","50,527","48,686",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88101,R88101
R86858,FT,0,0,0,0,0,0,0,0,0,"27,721","26,050","24,362","24,453","24,682","-1,597",-6%,,,0,0,0,0,0,0,0,0,0,"27,721","26,050","24,362","24,453","24,502",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88107,R88107
R86859,FT,0,0,0,0,0,0,0,0,0,"3,861","4,120","5,319",0,0,"-4,120",-100%,,,0,0,0,0,0,0,0,0,0,"3,732","3,781","4,879",0,0,,0,0,0,0,0,0,0,0,0,107,237,325,0,0,,0,0,0,0,0,0,0,0,0,22,102,114,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88108,R88108
R86861,FT,0,0,0,0,0,0,0,0,0,"40,472","44,006","41,282","41,467","41,383","-2,539",-6%,,,0,0,0,0,0,0,0,0,0,"35,220","38,051","36,307","36,393","36,546",,0,0,0,0,0,0,0,0,0,"3,603","3,554","3,376","3,635","3,635",,0,0,0,0,0,0,0,0,0,"1,649","2,401","1,599","1,439","1,202",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88112,R88112
R86862,FT,0,0,0,0,0,0,0,0,0,"20,312","8,908","9,479","9,197","7,401",289,3%,,,0,0,0,0,0,0,0,0,0,"20,312","8,908","9,479","9,197","7,401",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88116,R88116
R86863,FT,0,0,0,0,0,0,0,0,0,"17,484","23,869","15,900","14,640","14,895","-9,229",-39%,,,0,0,0,0,0,0,0,0,0,"17,284","23,780","15,900","14,640","14,648",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,200,89,0,0,67,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88118,R88118
R86865,PT,0,0,0,0,0,0,0,0,0,"25,685","25,943","21,432","26,280","15,352",337,1%,,,0,0,0,0,0,0,0,0,0,"25,673","25,904","21,408","26,243","15,229",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,39,24,37,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88119,R88119
R86866,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88123,R88123
R86867,PT,0,0,0,0,0,0,0,0,0,653,653,648,648,828,-5,-1%,,,0,0,0,0,0,0,0,0,0,653,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88127,R88127
R86868,FT,0,0,0,0,0,0,0,0,0,"3,847","1,975","2,212","2,305","2,075",330,17%,,,0,0,0,0,0,0,0,0,0,"3,358","1,841","1,960","2,106","1,712",,0,0,0,0,0,0,0,0,0,276,38,124,114,114,,0,0,0,0,0,0,0,0,0,213,96,128,85,69,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88131,R88131
R86869,FT,0,0,0,0,0,0,0,0,0,"19,679","18,464","20,661","19,719","18,893","1,255",7%,,,0,0,0,0,0,0,0,0,0,"19,679","18,464","20,661","19,719","18,713",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88132,R88132
R86871,FT,0,0,0,0,0,0,0,0,0,"5,947","5,874","6,364","4,269","5,195","-1,605",-27%,,,0,0,0,0,0,0,0,0,0,"5,777","5,821","6,276","4,108","5,059",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,79,53,88,161,136,,0,0,0,0,0,0,0,0,0,91,0,0,0,0,,,,,R88135,R88135
R86873,FT,0,0,0,0,0,0,0,0,0,"28,610","29,987","32,753","30,275","29,733",288,1%,,,0,0,0,0,0,0,0,0,0,"28,610","29,987","32,753","30,275","29,373",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,360,,,,,R88138,R88138
R86875,FT,0,0,0,0,0,0,0,0,0,"14,408","13,899","14,994","13,713","13,317",-186,-1%,,,0,0,0,0,0,0,0,0,0,"13,715","12,977","13,448","11,911","11,535",,0,0,0,0,0,0,0,0,0,0,0,838,"1,259","1,259",,0,0,0,0,0,0,0,0,0,693,922,708,543,523,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88139,R88139
R86876,FT,0,0,0,0,0,0,0,0,0,"6,081","10,952","6,099","6,020","4,518","-4,932",-45%,,,0,0,0,0,0,0,0,0,0,"5,837","10,919","6,099","6,010","4,407",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,244,33,0,10,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88153,R88153
R86877,FT,0,0,0,0,0,0,0,0,0,"19,794","19,567","17,179","19,561","15,281",-6,0%,,,0,0,0,0,0,0,0,0,0,"16,507","16,039","14,259","17,122","13,038",,0,0,0,0,0,0,0,0,0,"2,483","2,269","2,027","1,785","1,785",,0,0,0,0,0,0,0,0,0,804,"1,259",893,654,458,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88155,R88155
R86878,PT,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"churned on 4/1, client not satisfied with the service and requested to cancel",,R88157,R88157
R86879,FT,0,0,0,0,0,0,0,0,0,"8,817","9,846","9,128","8,980","9,927",-866,-9%,,,0,0,0,0,0,0,0,0,0,"8,515","9,284","8,678","8,718","9,484",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,302,562,450,262,263,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88158,R88158
R86881,FT,0,0,0,0,0,0,0,0,0,"9,374","16,366","9,154","9,213","9,973","-7,153",-44%,,,0,0,0,0,0,0,0,0,0,"9,374","16,366","9,154","9,213","9,877",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88161,R88161
R86882,FT,0,0,0,0,0,0,0,0,0,"14,441","13,977","14,326","7,277","6,352","-6,700",-48%,,,0,0,0,0,0,0,0,0,0,"14,441","13,977","14,326","7,277","6,352",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88162,R88162
R86883,FT,0,0,0,0,0,0,0,0,0,"32,614","30,286","32,740","27,294","27,592","-2,992",-10%,,,0,0,0,0,0,0,0,0,0,"31,906","29,976","29,633","27,294","27,592",,0,0,0,0,0,0,0,0,0,603,236,"3,107",0,0,,0,0,0,0,0,0,0,0,0,105,74,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88163,R88163
R86885,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88166,R88166
R86886,FT,0,0,0,0,0,0,0,0,0,"6,101","6,274","5,173","5,019","5,509","-1,255",-20%,,,0,0,0,0,0,0,0,0,0,"6,101","6,274","5,173","5,019","5,233",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,276,,,,,R88173,R88173
R86887,FT,0,0,0,0,0,0,0,0,0,"16,141","15,644","14,787","14,786","16,719",-858,-5%,,,0,0,0,0,0,0,0,0,0,"16,141","15,644","14,787","14,786","16,719",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88175,R88175
R86888,FT,0,0,0,0,0,0,0,0,0,832,653,648,648,0,-5,-1%,,,0,0,0,0,0,0,0,0,0,832,653,648,648,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88179,R88179
R86889,FT,0,0,0,0,0,0,0,0,0,"3,372","7,460","3,353","5,739","6,529","-1,721",-23%,,,0,0,0,0,0,0,0,0,0,"3,372","7,460","3,353","5,739","6,253",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,276,,,,,R88181,R88181
R86891,FT,0,0,0,0,0,0,0,0,0,"15,853","14,400","12,480","12,123","14,626","-2,277",-16%,,,0,0,0,0,0,0,0,0,0,"15,366","13,776","11,933","11,526","13,885",,0,0,0,0,0,0,0,0,0,374,392,365,448,448,,0,0,0,0,0,0,0,0,0,113,232,183,149,113,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88182,R88182
R86892,FT,0,0,0,0,0,0,0,0,0,"3,309","4,215","2,469","4,378","4,721",163,4%,,,0,0,0,0,0,0,0,0,0,"2,802","3,578","2,234","4,117","4,280",,0,0,0,0,0,0,0,0,0,453,637,235,261,261,,0,0,0,0,0,0,0,0,0,54,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88186,R88186
R86893,FT,0,0,0,0,0,0,0,0,0,0,0,648,648,828,648,,,,0,0,0,0,0,0,0,0,0,0,0,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88191,R88191
R86895,FT,0,0,0,0,0,0,0,0,0,"2,424","7,793","2,397","2,674","2,595","-5,119",-66%,,,0,0,0,0,0,0,0,0,0,"2,201","7,440","2,115","2,446","2,396",,0,0,0,0,0,0,0,0,0,89,132,130,111,111,,0,0,0,0,0,0,0,0,0,134,221,152,117,88,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88192,R88192
R86896,FT,0,0,0,0,0,0,0,0,0,"11,163",653,648,648,744,-5,-1%,,,0,0,0,0,0,0,0,0,0,"11,163",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88193,R88193
R86897,FT,0,0,0,0,0,0,0,0,0,"5,989","6,473","6,590","6,699","5,687",226,3%,,,0,0,0,0,0,0,0,0,0,"5,989","6,473","6,590","6,699","5,591",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88201,R88201
