,,Total ARR,,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,,Comments,,,,
UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,Q/Q,Q/Q %,Status,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Jul'24,Aug'24,Sep'24,,,Q1'24,Q2'24,R81001,R81001
R86898,FT,0,0,0,0,0,0,0,0,0,"18,835",0,648,648,828,648,,,,0,0,0,0,0,0,0,0,0,"18,835",0,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,Churn on 4/4 due to Agent Issue,,R88202,R88202
R86899,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88205,R88205
R86901,FT,0,0,0,0,0,0,0,0,0,"36,537","33,426","34,295","35,042","34,275","1,616",5%,,,0,0,0,0,0,0,0,0,0,"36,537","33,426","34,295","35,042","34,095",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88206,R88206
R86902,FT,0,0,0,0,0,0,0,0,0,"2,836","2,572","2,184","3,437","2,986",865,34%,,,0,0,0,0,0,0,0,0,0,"2,597","2,301","2,111","3,337","2,767",,0,0,0,0,0,0,0,0,0,193,184,57,76,76,,0,0,0,0,0,0,0,0,0,46,87,16,24,47,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88208,R88208
R86903,FT,0,0,0,0,0,0,0,0,0,"12,495","8,710","8,472","8,533","8,766",-177,-2%,,,0,0,0,0,0,0,0,0,0,"12,495","8,710","8,472","8,533","8,670",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88209,R88209
R86905,FT,0,0,0,0,0,0,0,0,0,"3,744","4,793","4,552","5,078","4,693",285,6%,,,0,0,0,0,0,0,0,0,0,"3,647","4,555","4,310","4,656","4,151",,0,0,0,0,0,0,0,0,0,71,163,166,240,240,,0,0,0,0,0,0,0,0,0,26,75,77,182,122,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88213,R88213
R86906,FT,0,0,0,0,0,0,0,0,0,"7,757","6,453","5,705","4,462","2,766","-1,991",-31%,,,0,0,0,0,0,0,0,0,0,"7,573","6,368","5,518","4,297","2,545",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,184,85,187,165,41,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88216,R88216
R86908,FT,0,0,0,0,0,0,0,0,0,538,"1,313","1,374",0,0,"-1,313",-100%,,,0,0,0,0,0,0,0,0,0,538,"1,313","1,374",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88218,R88218
R86909,PT,0,0,0,0,0,0,0,0,0,0,653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,0,0,0,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88221,R88221
R86912,FT,0,0,0,0,0,0,0,0,0,"9,412","11,348","11,162","11,454","11,559",106,1%,,,0,0,0,0,0,0,0,0,0,"9,380","11,310","11,059","11,325","11,457",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,32,38,103,129,102,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88226,R88226
R86915,FT,0,0,0,0,0,0,0,0,0,"22,965","20,177","19,551","17,284","16,255","-2,893",-14%,,,0,0,0,0,0,0,0,0,0,"19,582","17,653","17,791","15,565","14,638",,0,0,0,0,0,0,0,0,0,"2,355","1,452","1,217","1,148","1,148",,0,0,0,0,0,0,0,0,0,"1,028","1,072",543,571,469,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88231,R88231
R86916,FT,0,0,0,0,0,0,0,0,0,"11,944","12,661","12,013","9,532","10,864","-3,129",-25%,,,0,0,0,0,0,0,0,0,0,"11,408","11,921","11,343","9,045","10,339",,0,0,0,0,0,0,0,0,0,439,554,502,391,391,,0,0,0,0,0,0,0,0,0,97,186,168,96,134,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88235,R88235
R86917,FT,0,0,0,0,0,0,0,0,0,"22,996","9,614","8,276","7,292","8,835","-2,322",-24%,,,0,0,0,0,0,0,0,0,0,"22,996","9,614","8,276","7,292","8,739",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88236,R88236
R86918,FT,0,0,0,0,0,0,0,0,0,"39,832","41,525","46,184","40,291","43,666","-1,234",-3%,,,0,0,0,0,0,0,0,0,0,"39,832","41,525","46,184","40,291","43,486",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,R88238,R88238
R86919,FT,0,0,0,0,0,0,0,0,0,653,0,0,0,180,0,,,,0,0,0,0,0,0,0,0,0,653,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,"Client suspended 2/20/2024, churn reason: Product Limitation: Agent. Customer have customers that have Spanish accent, CSM don't recommend ranking them to agents who can speak both English and Spanish only as this will only lead to higher wait time since we only have a few agents who can speak both languages.",R88239,R88239
R86921,FT,0,0,0,0,0,0,0,0,0,"11,014",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"10,977",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,37,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"CL will cancel service on 4/15, churn reason: Wonders Service Issues (Agent)",R88251,R88251
R86922,FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88252,R88252
R86926,FT,0,0,0,0,0,0,0,0,0,"18,300",653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,0,0,"18,260",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Signaled full churn, currently still paying minimums",R88253,R88253
R86927,FT,0,0,0,0,0,0,0,0,0,"17,904","18,778","19,322","17,001","17,988","-1,777",-9%,,,0,0,0,0,0,0,0,0,0,"17,904","18,778","19,322","17,001","17,892",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,,,,R88256,R88256
R86928,FT,0,0,0,0,0,0,0,0,0,"13,005","25,166","21,726","20,736","20,602","-4,430",-18%,,,0,0,0,0,0,0,0,0,0,"12,290","22,419","19,746","19,267","19,238",,0,0,0,0,0,0,0,0,0,591,0,0,0,0,,0,0,0,0,0,0,0,0,0,124,"2,473","1,704","1,193","1,088",,0,0,0,0,0,0,0,0,0,0,274,276,276,276,,,,,R88257,R88257
R86929,FT,0,0,0,0,0,0,0,0,0,"1,650","11,312","10,762","10,989","10,139",-323,-3%,,,0,0,0,0,0,0,0,0,0,"1,650","11,038","10,486","10,713","9,863",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,274,276,276,276,,,,,R88267,R88267
R86931,FT,0,0,0,0,0,0,0,0,0,"47,895","44,984","45,002","44,843","45,643",-141,0%,,,0,0,0,0,0,0,0,0,0,"47,895","44,984","45,002","44,843","45,643",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88269,R88269
R86933,FT,0,0,0,0,0,0,0,0,0,"8,966","9,609","9,352","9,248","8,692",-361,-4%,,,0,0,0,0,0,0,0,0,0,"8,204","8,384","8,226","8,229","7,758",,0,0,0,0,0,0,0,0,0,496,674,643,516,516,,0,0,0,0,0,0,0,0,0,175,460,387,407,322,,0,0,0,0,0,0,0,0,0,91,91,96,96,96,,,,,R88271,R88271
R86935,FT,0,0,0,0,0,0,0,0,0,"5,761","6,308","5,066","6,198","5,857",-110,-2%,,,0,0,0,0,0,0,0,0,0,"5,761","6,125","4,886","6,018","5,677",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,183,180,180,180,,,,,R88272,R88272
R86937,FT,0,0,0,0,0,0,0,0,0,"17,247","18,128","16,989","15,578","16,991","-2,550",-14%,,,0,0,0,0,0,0,0,0,0,"17,247","18,128","16,989","15,482","16,991",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,96,0,,,,,R88275,R88275
R86938,FT,0,0,0,0,0,0,0,0,0,"38,277","29,229","36,332","31,619","15,075","2,390",8%,,,0,0,0,0,0,0,0,0,0,"38,133","29,229","36,332","31,619","15,075",,0,0,0,0,0,0,0,0,0,108,0,0,0,0,,0,0,0,0,0,0,0,0,0,36,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88276,R88276
R86939,FT,0,0,0,0,0,0,0,0,0,"12,771","18,259","12,765","11,695","11,350","-6,564",-36%,,,0,0,0,0,0,0,0,0,0,"10,790","16,200","10,927","9,952","9,682",,0,0,0,0,0,0,0,0,0,"1,273","1,192","1,166","1,169","1,169",,0,0,0,0,0,0,0,0,0,617,867,672,574,499,,0,0,0,0,0,0,0,0,0,91,0,0,0,0,,,,,R88279,R88279
R86951,FT,0,0,0,0,0,0,0,0,0,"12,371","10,720","11,043","10,303","10,915",-417,-4%,,,0,0,0,0,0,0,0,0,0,"10,801","9,375","9,669","9,270","9,897",,0,0,0,0,0,0,0,0,0,"1,385","1,033","1,140",840,840,,0,0,0,0,0,0,0,0,0,185,312,235,193,178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88282,R88282
R86952,FT,0,0,0,0,0,0,0,0,0,"24,541",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"24,541",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"No usage since April, only used us for a few weeks after onboarding",R88283,R88283
R86953,FT,0,0,0,0,0,0,0,0,0,"39,444","36,019","35,744","34,791","34,658","-1,228",-3%,,,0,0,0,0,0,0,0,0,0,"34,980","32,030","31,942","30,808","30,675",,0,0,0,0,0,0,0,0,0,"4,373","3,989","3,802","3,803","3,803",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,0,0,180,180,,,,,R88291,R88291
R86955,FT,0,0,0,0,0,0,0,0,0,"5,286","4,451","5,544","4,893","5,217",442,10%,,,0,0,0,0,0,0,0,0,0,"5,195","4,451","5,544","4,797","5,121",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,0,0,96,96,,,,,R88293,R88293
R86956,FT,0,0,0,0,0,0,0,0,0,"19,294",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"19,294",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Onboarded and used us for 2 weeks in march, then never used us again",R88299,R88299
R86957,FT,0,0,0,0,0,0,0,0,0,"31,453","28,097","31,104","26,625","26,461","-1,472",-5%,,,0,0,0,0,0,0,0,0,0,"31,362","28,006","31,008","26,529","26,365",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,91,91,96,96,96,,,,,R88302,R88302
R86958,FT,0,0,0,0,0,0,0,0,0,"3,572",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"3,572",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Service officially Cancelled in June,R88311,R88311
R86959,PT,0,0,0,0,0,0,0,0,0,"30,275","29,979","16,895","12,272","10,220","-17,707",-59%,,,0,0,0,0,0,0,0,0,0,"30,275","29,888","16,799","12,176","10,124",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R88312,R88312
R86961,FT,0,0,0,0,0,0,0,0,0,0,91,744,744,744,653,715%,,,0,0,0,0,0,0,0,0,0,0,0,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R88313,R88313
R86962,PT,0,0,0,0,0,0,0,0,0,77,653,648,648,648,-5,-1%,,,0,0,0,0,0,0,0,0,0,77,653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88317,R88317
R86963,FT,0,0,0,0,0,0,0,0,0,"9,613","11,239","10,448","9,438","9,081","-1,801",-16%,,,0,0,0,0,0,0,0,0,0,"9,495","11,117","10,333","9,294","8,956",,0,0,0,0,0,0,0,0,0,86,69,71,108,108,,0,0,0,0,0,0,0,0,0,32,53,44,36,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88318,R88318
R86965,FT,0,0,0,0,0,0,0,0,0,"13,591","12,294","12,741","12,293","11,505",-1,0%,,,0,0,0,0,0,0,0,0,0,"13,591","12,294","12,741","12,293","11,505",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88319,R88319
R86966,FT,0,0,0,0,0,0,0,0,0,"4,830","8,236","5,073","1,008","1,008","-7,228",-88%,,,0,0,0,0,0,0,0,0,0,"4,349","6,929","4,109",648,648,,0,0,0,0,0,0,0,0,0,354,559,389,0,0,,0,0,0,0,0,0,0,0,0,127,383,215,0,0,,0,0,0,0,0,0,0,0,0,0,365,360,360,360,,,,,R88321,R88321
R86967,FT,0,0,0,0,0,0,0,0,0,"3,160","6,926",0,0,0,"-6,926",-100%,,,0,0,0,0,0,0,0,0,0,"3,137","6,577",0,0,0,,0,0,0,0,0,0,0,0,0,23,66,0,0,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0,0,0,0,0,0,0,0,0,0,274,0,0,0,,,,,R88323,R88323
R86968,FT,0,0,0,0,0,0,0,0,0,"7,852","8,942","9,696","9,481","9,095",539,6%,,,0,0,0,0,0,0,0,0,0,"7,852","8,942","9,696","9,481","9,095",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88326,R88326
R86969,FT,0,0,0,0,0,0,0,0,0,"35,842",836,828,828,828,-8,-1%,,,0,0,0,0,0,0,0,0,0,"35,842",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,183,180,180,180,,,,"No usage since April, current charges seem to be hardware and base fees.  client at risk of churning",R88327,R88327
R86971,FT,0,0,0,0,0,0,0,0,0,"1,416",91,"3,394",744,744,653,715%,,,0,0,0,0,0,0,0,0,0,"1,393",0,648,648,648,,0,0,0,0,0,0,0,0,0,18,0,"2,650",0,0,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,No usage after onboarding in march.  only fee is hardware rental,R88328,R88328
R86972,PT,0,0,0,0,0,0,0,0,0,"6,540",518,0,0,0,-518,-100%,,,0,0,0,0,0,0,0,0,0,"6,540",518,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Sustained low usage levels,R88329,R88329
R86973,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88333,R88333
R86975,FT,0,0,0,0,0,0,0,0,0,"14,497","12,950","6,530","15,255","15,995","2,305",18%,,,0,0,0,0,0,0,0,0,0,"14,497","12,859","6,434","15,159","15,899",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,91,96,96,96,,,,,R88337,R88337
R86976,FT,0,0,0,0,0,0,0,0,0,"10,627","11,042","5,768","5,934","9,491","-5,108",-46%,,,0,0,0,0,0,0,0,0,0,"10,627","11,042","5,768","5,934","9,491",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88338,R88338
R86977,FT,0,0,0,0,0,0,0,0,0,"8,509","9,471","10,806","8,310","9,644","-1,161",-12%,,,0,0,0,0,0,0,0,0,0,"8,339","9,088","10,142","7,710","9,070",,0,0,0,0,0,0,0,0,0,0,86,463,413,413,,0,0,0,0,0,0,0,0,0,170,297,201,187,161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88339,R88339
R86978,FT,0,0,0,0,0,0,0,0,0,"17,886","14,510","13,973","13,254","12,380","-1,256",-9%,,,0,0,0,0,0,0,0,0,0,"17,886","14,510","13,973","13,254","12,380",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88351,R88351
R86979,PT,0,0,0,0,0,0,0,0,0,"12,058","14,800","13,534","13,139","14,990","-1,661",-11%,,,0,0,0,0,0,0,0,0,0,"11,980","14,662","13,272","12,948","14,825",,0,0,0,0,0,0,0,0,0,60,113,189,138,138,,0,0,0,0,0,0,0,0,0,18,25,73,53,27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88353,R88353
R86982,PT,0,0,0,0,0,0,0,0,0,"22,236","9,312","11,726","15,041","17,371","5,729",62%,,,0,0,0,0,0,0,0,0,0,"22,236","9,312","11,726","15,041","17,371",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88355,R88355
R86983,FT,0,0,0,0,0,0,0,0,0,"9,399",773,768,0,0,-773,-100%,,,0,0,0,0,0,0,0,0,0,"9,399",773,768,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88358,R88358
R86985,FT,0,0,0,0,0,0,0,0,0,"5,676","4,945","4,222","3,905","4,508","-1,040",-21%,,,0,0,0,0,0,0,0,0,0,"5,676","4,945","4,222","3,905","4,508",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88362,R88362
R86986,PT,0,0,0,0,0,0,0,0,0,"46,640","2,400",648,648,648,"-1,752",-73%,,,0,0,0,0,0,0,0,0,0,"46,640","2,400",648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88366,R88366
R86987,PT,0,0,0,0,0,0,0,0,0,"17,611",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"17,611",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Used us for 5 weeks in Q1 after onboarding, then stopped using ",R88367,R88367
R86988,FT,0,0,0,0,0,0,0,0,0,615,"5,721","3,173","2,977","3,220","-2,744",-48%,,,0,0,0,0,0,0,0,0,0,615,"5,721","3,173","2,977","3,220",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88368,R88368
R86989,FT,0,0,0,0,0,0,0,0,0,"12,408","10,474","3,308",648,648,"-9,826",-94%,,,0,0,0,0,0,0,0,0,0,"10,262","8,520","3,079",648,648,,0,0,0,0,0,0,0,0,0,"1,784","1,408",145,0,0,,0,0,0,0,0,0,0,0,0,362,546,83,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88377,R88377
R86991,FT,0,0,0,0,0,0,0,0,0,"8,372","13,536","6,388","6,168","6,249","-7,368",-54%,,,0,0,0,0,0,0,0,0,0,"7,639","13,536","6,388","6,168","6,249",,0,0,0,0,0,0,0,0,0,694,0,0,0,0,,0,0,0,0,0,0,0,0,0,39,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88379,R88379
R86992,FT,0,0,0,0,0,0,0,0,0,"36,584","33,330","38,849","32,931","33,724",-399,-1%,,,0,0,0,0,0,0,0,0,0,"36,584","33,330","38,849","32,931","33,724",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88385,R88385
R86993,FT,0,0,0,0,0,0,0,0,0,"16,179",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"13,926",0,0,0,0,,0,0,0,0,0,0,0,0,0,"2,253",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Onboard for 5 weeks before falling off,R88386,R88386
R86995,FT,0,0,0,0,0,0,0,0,0,"12,124",836,828,828,828,-8,-1%,,,0,0,0,0,0,0,0,0,0,"12,124",653,648,648,648,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,183,180,180,180,,,,,R88388,R88388
R86996,FT,0,0,0,0,0,0,0,0,0,"4,968",653,648,"2,808",797,"2,155",330%,Aug'24 Reactivate,,0,0,0,0,0,0,0,0,0,"4,968",653,648,"2,808",791,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88391,R88391
R86997,FT,0,0,0,0,0,0,0,0,0,0,"8,394","3,647","3,605","3,613","-4,789",-57%,,,0,0,0,0,0,0,0,0,0,0,"7,968","3,532","3,306","3,297",,0,0,0,0,0,0,0,0,0,0,233,0,204,204,,0,0,0,0,0,0,0,0,0,0,193,115,95,112,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88393,R88393
R86998,FT,0,0,0,0,0,0,0,0,0,"13,714","11,898","13,315","12,893","12,810",995,8%,,,0,0,0,0,0,0,0,0,0,"13,714","11,898","13,315","12,893","12,810",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88395,R88395
R86999,FT,0,0,0,0,0,0,0,0,0,"3,302",0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,"3,302",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,No usage since the first day of onboarding,R88398,R88398
R87001,FT,0,0,0,0,0,0,0,0,0,"2,769","8,496","2,874","3,381","4,074","-5,115",-60%,,,0,0,0,0,0,0,0,0,0,"2,434","7,966","2,475","2,792","3,463",,0,0,0,0,0,0,0,0,0,261,364,287,431,431,,0,0,0,0,0,0,0,0,0,74,166,113,158,180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88399,R88399
R87002,FT,0,0,0,0,0,0,0,0,0,"13,279","14,102","14,786","13,730","16,304",-372,-3%,,,0,0,0,0,0,0,0,0,0,"13,279","14,102","14,786","13,730","16,304",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88502,R88502
R87005,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R88505,R88505
